date,gold_price_vnd
2022-01-18,"₫41,284,400"
2022-01-19,"₫41,837,000"
2022-01-20,"₫41,633,720"
2022-01-21,"₫41,457,690"
2022-01-24,"₫41,775,110"
2022-01-25,"₫41,818,860"
2022-01-26,"₫41,145,360"
2022-01-27,"₫40,638,710"
2022-01-28,"₫40,518,550"
2022-01-31,"₫40,761,810"
2022-02-01,"₫40,795,450"
2022-02-02,"₫40,945,050"
2022-02-03,"₫40,889,110"
2022-02-04,"₫40,954,900"
2022-02-07,"₫41,288,590"
2022-02-08,"₫41,510,000"
2022-02-09,"₫41,598,360"
2022-02-10,"₫41,446,030"
2022-02-11,"₫42,227,780"
2022-02-14,"₫42,547,290"
2022-02-15,"₫42,175,180"
2022-02-16,"₫42,605,480"
2022-02-17,"₫43,271,710"
2022-02-18,"₫43,309,220"
2022-02-21,"₫43,433,760"
2022-02-22,"₫43,369,540"
2022-02-23,"₫43,584,790"
2022-02-24,"₫43,362,140"
2022-02-25,"₫43,167,080"
2022-02-28,"₫43,570,770"
2022-03-01,"₫44,392,260"
2022-03-02,"₫43,984,290"
2022-03-03,"₫44,234,440"
2022-03-04,"₫44,939,410"
2022-03-07,"₫45,625,830"
2022-03-08,"₫46,861,900"
2022-03-09,"₫45,472,690"
2022-03-10,"₫45,629,630"
2022-03-11,"₫45,362,920"
2022-03-14,"₫44,689,790"
2022-03-15,"₫43,882,900"
2022-03-16,"₫44,050,210"
2022-03-17,"₫44,421,590"
2022-03-18,"₫43,922,660"
2022-03-21,"₫44,236,080"
2022-03-22,"₫43,950,790"
2022-03-23,"₫44,488,960"
2022-03-24,"₫44,761,800"
2022-03-25,"₫44,753,230"
2022-03-28,"₫43,958,220"
2022-03-29,"₫43,894,150"
2022-03-30,"₫44,186,560"
2022-03-31,"₫44,243,630"
2022-04-01,"₫43,950,460"
2022-04-04,"₫44,161,150"
2022-04-05,"₫44,005,320"
2022-04-06,"₫44,035,820"
2022-04-07,"₫44,153,980"
2022-04-08,"₫44,517,350"
2022-04-11,"₫44,666,980"
2022-04-12,"₫45,017,310"
2022-04-13,"₫45,267,170"
2022-04-14,"₫45,199,440"
2022-04-15,"₫45,224,910"
2022-04-18,"₫45,312,330"
2022-04-19,"₫44,774,240"
2022-04-20,"₫44,958,430"
2022-04-21,"₫44,812,080"
2022-04-22,"₫44,366,470"
2022-04-25,"₫43,613,470"
2022-04-26,"₫43,769,050"
2022-04-27,"₫43,314,420"
2022-04-28,"₫43,487,700"
2022-04-29,"₫43,573,840"
2022-05-02,"₫42,782,740"
2022-05-03,"₫42,902,270"
2022-05-04,"₫43,213,750"
2022-05-05,"₫43,093,110"
2022-05-06,"₫43,236,390"
2022-05-09,"₫42,547,480"
2022-05-10,"₫42,175,410"
2022-05-11,"₫42,709,200"
2022-05-12,"₫42,081,310"
2022-05-13,"₫41,825,760"
2022-05-16,"₫42,129,980"
2022-05-17,"₫41,972,330"
2022-05-18,"₫42,041,870"
2022-05-19,"₫42,647,860"
2022-05-20,"₫42,787,130"
2022-05-23,"₫42,956,370"
2022-05-24,"₫43,342,550"
2022-05-25,"₫42,994,360"
2022-05-26,"₫42,958,320"
2022-05-27,"₫43,000,320"
2022-05-30,"₫43,033,660"
2022-05-31,"₫42,607,370"
2022-06-01,"₫42,844,350"
2022-06-02,"₫43,347,320"
2022-06-03,"₫42,928,300"
2022-06-06,"₫42,690,350"
2022-06-07,"₫42,957,430"
2022-06-08,"₫42,984,190"
2022-06-09,"₫42,798,520"
2022-06-10,"₫43,385,130"
2022-06-13,"₫42,203,120"
2022-06-14,"₫41,980,500"
2022-06-15,"₫42,614,120"
2022-06-16,"₫43,157,350"
2022-06-17,"₫42,726,240"
2022-06-20,"₫42,724,490"
2022-06-21,"₫42,581,940"
2022-06-22,"₫42,701,220"
2022-06-23,"₫42,375,440"
2022-06-24,"₫42,481,410"
2022-06-27,"₫42,374,820"
2022-06-28,"₫42,331,240"
2022-06-29,"₫42,297,170"
2022-06-30,"₫42,045,540"
2022-07-01,"₫42,228,100"
2022-07-04,"₫42,235,930"
2022-07-05,"₫41,234,450"
2022-07-06,"₫40,654,810"
2022-07-07,"₫40,640,030"
2022-07-08,"₫40,716,210"
2022-07-11,"₫40,493,170"
2022-07-12,"₫40,378,050"
2022-07-13,"₫40,599,120"
2022-07-14,"₫40,046,210"
2022-07-15,"₫40,054,340"
2022-07-18,"₫40,077,520"
2022-07-19,"₫40,081,730"
2022-07-20,"₫39,737,420"
2022-07-21,"₫40,243,960"
2022-07-22,"₫40,435,080"
2022-07-25,"₫40,228,430"
2022-07-26,"₫40,141,620"
2022-07-27,"₫40,546,530"
2022-07-28,"₫41,023,070"
2022-07-29,"₫41,223,120"
2022-08-01,"₫41,400,910"
2022-08-02,"₫41,121,750"
2022-08-03,"₫41,308,730"
2022-08-04,"₫41,908,160"
2022-08-05,"₫41,521,900"
2022-08-08,"₫41,848,880"
2022-08-09,"₫41,969,810"
2022-08-10,"₫41,921,860"
2022-08-11,"₫41,870,060"
2022-08-12,"₫42,168,390"
2022-08-15,"₫41,651,560"
2022-08-16,"₫41,559,960"
2022-08-17,"₫41,232,990"
2022-08-18,"₫41,166,710"
2022-08-19,"₫40,891,830"
2022-08-22,"₫40,648,460"
2022-08-23,"₫40,962,290"
2022-08-24,"₫41,058,950"
2022-08-25,"₫41,205,170"
2022-08-26,"₫40,697,710"
2022-08-29,"₫40,719,620"
2022-08-30,"₫40,384,160"
2022-08-31,"₫40,149,280"
2022-09-01,"₫39,834,650"
2022-09-02,"₫40,181,910"
2022-09-05,"₫40,212,780"
2022-09-06,"₫40,055,120"
2022-09-07,"₫40,542,960"
2022-09-08,"₫40,243,310"
2022-09-09,"₫40,392,460"
2022-09-12,"₫40,568,890"
2022-09-13,"₫40,103,050"
2022-09-14,"₫40,062,230"
2022-09-15,"₫39,339,230"
2022-09-16,"₫39,639,830"
2022-09-19,"₫39,679,300"
2022-09-20,"₫39,414,150"
2022-09-21,"₫39,665,430"
2022-09-22,"₫39,617,050"
2022-09-23,"₫38,972,140"
2022-09-26,"₫38,493,810"
2022-09-27,"₫38,674,800"
2022-09-28,"₫39,403,620"
2022-09-29,"₫39,580,440"
2022-09-30,"₫39,630,250"
2022-10-03,"₫40,615,420"
2022-10-04,"₫41,227,900"
2022-10-05,"₫40,979,030"
2022-10-06,"₫40,865,860"
2022-10-07,"₫40,482,680"
2022-10-10,"₫39,853,350"
2022-10-11,"₫39,880,490"
2022-10-12,"₫40,087,010"
2022-10-13,"₫40,242,480"
2022-10-14,"₫39,675,290"
2022-10-17,"₫40,155,230"
2022-10-18,"₫40,382,210"
2022-10-19,"₫39,880,820"
2022-10-20,"₫39,969,900"
2022-10-21,"₫41,185,570"
2022-10-24,"₫41,003,310"
2022-10-25,"₫41,088,180"
2022-10-26,"₫41,365,280"
2022-10-27,"₫41,311,420"
2022-10-28,"₫40,842,040"
2022-10-31,"₫40,592,490"
2022-11-01,"₫40,970,080"
2022-11-02,"₫40,621,540"
2022-11-03,"₫40,515,010"
2022-11-04,"₫41,819,800"
2022-11-07,"₫41,647,050"
2022-11-08,"₫42,589,480"
2022-11-09,"₫42,388,540"
2022-11-10,"₫43,661,840"
2022-11-11,"₫43,870,030"
2022-11-14,"₫43,851,370"
2022-11-15,"₫44,060,830"
2022-11-16,"₫43,976,520"
2022-11-17,"₫43,699,670"
2022-11-18,"₫43,380,990"
2022-11-21,"₫43,206,080"
2022-11-22,"₫43,251,680"
2022-11-23,"₫43,517,150"
2022-11-24,"₫43,595,660"
2022-11-25,"₫43,461,480"
2022-11-28,"₫43,119,220"
2022-11-29,"₫43,299,700"
2022-11-30,"₫43,619,680"
2022-12-01,"₫44,203,640"
2022-12-02,"₫43,797,550"
2022-12-05,"₫42,393,300"
2022-12-06,"₫42,519,240"
2022-12-07,"₫42,756,490"
2022-12-08,"₫42,577,420"
2022-12-09,"₫42,317,850"
2022-12-12,"₫42,205,810"
2022-12-13,"₫42,772,240"
2022-12-14,"₫42,536,890"
2022-12-15,"₫41,804,190"
2022-12-16,"₫42,305,010"
2022-12-19,"₫42,383,420"
2022-12-20,"₫43,175,310"
2022-12-21,"₫43,044,610"
2022-12-22,"₫42,381,140"
2022-12-23,"₫42,401,620"
2022-12-26,"₫42,661,590"
2022-12-27,"₫42,783,380"
2022-12-28,"₫42,647,350"
2022-12-29,"₫42,861,210"
2022-12-30,"₫43,099,610"
2023-01-02,"₫43,160,280"
2023-01-03,"₫43,262,400"
2023-01-04,"₫43,647,920"
2023-01-05,"₫43,049,810"
2023-01-06,"₫43,816,660"
2023-01-09,"₫43,884,310"
2023-01-10,"₫44,043,350"
2023-01-11,"₫43,995,970"
2023-01-12,"₫44,505,600"
2023-01-13,"₫45,022,180"
2023-01-16,"₫44,921,430"
2023-01-17,"₫44,737,060"
2023-01-18,"₫44,621,830"
2023-01-19,"₫45,340,730"
2023-01-20,"₫45,193,930"
2023-01-23,"₫45,287,730"
2023-01-24,"₫45,444,960"
2023-01-25,"₫45,652,230"
2023-01-26,"₫45,250,450"
2023-01-27,"₫45,214,630"
2023-01-30,"₫45,117,660"
2023-01-31,"₫45,218,620"
2023-02-01,"₫45,811,020"
2023-02-02,"₫44,856,240"
2023-02-03,"₫43,731,700"
2023-02-06,"₫43,877,530"
2023-02-07,"₫44,158,130"
2023-02-08,"₫44,247,700"
2023-02-09,"₫43,859,790"
2023-02-10,"₫43,951,700"
2023-02-13,"₫43,771,660"
2023-02-14,"₫43,821,100"
2023-02-15,"₫43,412,830"
2023-02-16,"₫43,534,240"
2023-02-17,"₫43,873,090"
2023-02-20,"₫43,711,530"
2023-02-21,"₫43,521,200"
2023-02-22,"₫43,430,360"
2023-02-23,"₫43,455,350"
2023-02-24,"₫43,091,440"
2023-02-27,"₫43,287,010"
2023-02-28,"₫43,398,380"
2023-03-01,"₫43,590,780"
2023-03-02,"₫43,554,550"
2023-03-03,"₫44,015,930"
2023-03-06,"₫43,701,350"
2023-03-07,"₫42,901,340"
2023-03-08,"₫43,014,440"
2023-03-09,"₫43,376,680"
2023-03-10,"₫44,268,360"
2023-03-13,"₫45,139,180"
2023-03-14,"₫44,905,490"
2023-03-15,"₫45,237,360"
2023-03-16,"₫45,250,600"
2023-03-17,"₫46,928,000"
2023-03-20,"₫46,669,290"
2023-03-21,"₫45,766,810"
2023-03-22,"₫46,340,010"
2023-03-23,"₫46,859,240"
2023-03-24,"₫46,548,200"
2023-03-27,"₫46,009,100"
2023-03-28,"₫46,371,980"
2023-03-29,"₫46,142,250"
2023-03-30,"₫46,498,980"
2023-03-31,"₫46,213,770"
2023-04-03,"₫46,607,630"
2023-04-04,"₫47,416,940"
2023-04-05,"₫47,420,040"
2023-04-06,"₫47,079,520"
2023-04-07,"₫47,076,650"
2023-04-10,"₫46,692,300"
2023-04-11,"₫46,984,570"
2023-04-12,"₫47,243,340"
2023-04-13,"₫47,828,270"
2023-04-14,"₫46,994,680"
2023-04-17,"₫46,868,430"
2023-04-18,"₫47,151,340"
2023-04-19,"₫46,900,470"
2023-04-20,"₫47,087,830"
2023-04-21,"₫46,596,350"
2023-04-24,"₫46,735,830"
2023-04-25,"₫46,883,060"
2023-04-26,"₫46,699,520"
2023-04-27,"₫46,626,540"
2023-04-28,"₫46,690,110"
2023-05-01,"₫46,516,940"
2023-05-02,"₫47,320,490"
2023-05-03,"₫47,852,920"
2023-05-04,"₫48,085,370"
2023-05-05,"₫47,290,960"
2023-05-08,"₫47,405,550"
2023-05-09,"₫47,745,250"
2023-05-10,"₫47,646,010"
2023-05-11,"₫47,291,620"
2023-05-12,"₫47,174,780"
2023-05-15,"₫47,302,740"
2023-05-16,"₫46,645,650"
2023-05-17,"₫46,487,260"
2023-05-18,"₫45,919,690"
2023-05-19,"₫46,421,240"
2023-05-22,"₫46,225,100"
2023-05-23,"₫46,374,410"
2023-05-24,"₫45,951,370"
2023-05-25,"₫45,560,880"
2023-05-26,"₫45,713,040"
2023-05-29,"₫45,612,820"
2023-05-30,"₫46,017,590"
2023-05-31,"₫46,105,440"
2023-06-01,"₫46,446,670"
2023-06-02,"₫45,747,440"
2023-06-05,"₫46,102,940"
2023-06-06,"₫46,118,980"
2023-06-07,"₫45,562,280"
2023-06-08,"₫46,184,360"
2023-06-09,"₫46,043,220"
2023-06-12,"₫45,977,490"
2023-06-13,"₫45,677,950"
2023-06-14,"₫45,619,970"
2023-06-15,"₫46,080,790"
2023-06-16,"₫46,066,910"
2023-06-19,"₫45,887,810"
2023-06-20,"₫45,555,830"
2023-06-21,"₫45,433,360"
2023-06-22,"₫45,023,820"
2023-06-23,"₫45,189,700"
2023-06-26,"₫45,273,120"
2023-06-27,"₫45,027,590"
2023-06-28,"₫44,943,960"
2023-06-29,"₫44,980,330"
2023-06-30,"₫45,274,350"
2023-07-03,"₫45,560,680"
2023-07-04,"₫45,663,680"
2023-07-05,"₫45,493,210"
2023-07-06,"₫45,327,710"
2023-07-07,"₫45,540,000"
2023-07-10,"₫45,538,270"
2023-07-11,"₫45,793,020"
2023-07-12,"₫46,336,110"
2023-07-13,"₫46,412,830"
2023-07-14,"₫46,232,180"
2023-07-17,"₫46,215,130"
2023-07-18,"₫46,785,550"
2023-07-19,"₫46,736,870"
2023-07-20,"₫46,591,830"
2023-07-21,"₫46,415,540"
2023-07-24,"₫46,282,500"
2023-07-25,"₫46,501,490"
2023-07-26,"₫46,696,460"
2023-07-27,"₫46,048,910"
2023-07-28,"₫46,427,040"
2023-07-31,"₫46,558,270"
2023-08-01,"₫46,056,570"
2023-08-02,"₫45,927,540"
2023-08-03,"₫45,954,570"
2023-08-04,"₫46,112,870"
2023-08-07,"₫45,953,400"
2023-08-08,"₫45,710,100"
2023-08-09,"₫45,469,400"
2023-08-10,"₫45,412,900"
2023-08-11,"₫45,471,200"
2023-08-14,"₫45,445,800"
2023-08-15,"₫45,598,100"
2023-08-16,"₫45,306,800"
2023-08-17,"₫45,090,700"
2023-08-18,"₫45,006,700"
2023-08-21,"₫45,133,200"
2023-08-22,"₫45,200,000"
2023-08-23,"₫45,866,100"
2023-08-24,"₫46,012,200"
2023-08-25,"₫45,965,700"
2023-08-28,"₫46,267,200"
2023-08-29,"₫46,865,600"
2023-08-30,"₫46,873,300"
2023-08-31,"₫46,727,500"
2023-09-04,"₫46,688,900"
2023-09-05,"₫46,352,800"
2023-09-06,"₫46,112,200"
2023-09-07,"₫46,180,800"
2023-09-08,"₫46,169,200"
2023-09-11,"₫46,301,000"
2023-09-12,"₫46,143,700"
2023-09-13,"₫46,114,700"
2023-09-14,"₫46,295,200"
2023-09-15,"₫46,680,600"
2023-09-18,"₫47,152,500"
2023-09-19,"₫47,098,400"
2023-09-20,"₫46,891,100"
2023-09-21,"₫46,706,700"
2023-09-22,"₫46,928,200"
2023-09-25,"₫46,739,000"
2023-09-26,"₫46,347,400"
2023-09-27,"₫45,749,900"
2023-09-28,"₫45,503,200"
2023-09-29,"₫44,931,300"
2023-10-02,"₫44,521,300"
2023-10-03,"₫44,471,600"
2023-10-04,"₫44,503,400"
2023-10-05,"₫44,415,600"
2023-10-06,"₫44,687,800"
2023-10-09,"₫45,395,500"
2023-10-10,"₫45,405,400"
2023-10-11,"₫45,821,600"
2023-10-12,"₫45,687,200"
2023-10-13,"₫47,267,500"
2023-10-16,"₫46,996,800"
2023-10-17,"₫47,117,500"
2023-10-18,"₫47,859,200"
2023-10-19,"₫48,495,400"
2023-10-20,"₫48,629,000"
2023-10-23,"₫48,531,400"
2023-10-24,"₫48,414,500"
2023-10-25,"₫48,651,400"
2023-10-26,"₫48,839,700"
2023-10-27,"₫49,311,700"
2023-10-30,"₫49,044,300"
2023-10-31,"₫48,742,500"
2023-11-01,"₫48,745,300"
2023-11-02,"₫48,807,500"
2023-11-03,"₫48,891,600"
2023-11-06,"₫48,145,800"
2023-11-07,"₫47,896,100"
2023-11-08,"₫47,535,100"
2023-11-09,"₫47,663,400"
2023-11-10,"₫47,096,500"
2023-11-13,"₫47,469,900"
2023-11-14,"₫47,858,600"
2023-11-15,"₫47,611,100"
2023-11-16,"₫48,117,400"
2023-11-17,"₫48,064,600"
2023-11-20,"₫47,825,600"
2023-11-21,"₫48,259,100"
2023-11-22,"₫48,184,200"
2023-11-23,"₫48,320,900"
2023-11-24,"₫48,605,400"
2023-11-27,"₫48,830,200"
2023-11-28,"₫49,479,500"
2023-11-29,"₫49,622,100"
2023-11-30,"₫49,400,400"
2023-12-01,"₫50,322,100"
2023-12-04,"₫49,151,700"
2023-12-05,"₫49,009,000"
2023-12-06,"₫49,203,500"
2023-12-07,"₫49,284,200"
2023-12-08,"₫48,529,900"
2023-12-11,"₫48,052,700"
2023-12-12,"₫48,045,400"
2023-12-13,"₫49,142,900"
2023-12-14,"₫49,387,800"
2023-12-15,"₫48,991,100"
2023-12-18,"₫49,367,500"
2023-12-19,"₫49,696,500"
2023-12-20,"₫49,414,500"
2023-12-21,"₫49,734,900"
2023-12-22,"₫49,793,900"
2023-12-25,"₫49,840,700"
2023-12-26,"₫50,336,800"
2023-12-27,"₫50,624,800"
2023-12-28,"₫50,114,000"
2023-12-29,"₫50,074,900"
2024-01-01,"₫50,148,100"
2024-01-02,"₫50,088,200"
2024-01-03,"₫49,771,200"
2024-01-04,"₫49,792,100"
2024-01-05,"₫49,825,900"
2024-01-08,"₫49,353,500"
2024-01-09,"₫49,434,300"
2024-01-10,"₫49,414,900"
2024-01-11,"₫49,655,900"
2024-01-12,"₫50,176,300"
2024-01-15,"₫50,300,500"
2024-01-16,"₫49,735,100"
2024-01-17,"₫49,232,200"
2024-01-18,"₫49,667,700"
2024-01-19,"₫49,797,800"
2024-01-22,"₫49,642,800"
2024-01-23,"₫49,841,200"
2024-01-24,"₫49,522,700"
2024-01-25,"₫49,719,700"
2024-01-26,"₫49,668,300"
2024-01-29,"₫49,883,100"
2024-01-30,"₫49,701,200"
2024-01-31,"₫49,702,500"
2024-02-01,"₫50,178,100"
2024-02-02,"₫49,579,300"
2024-02-05,"₫49,375,500"
2024-02-06,"₫49,611,900"
2024-02-07,"₫49,700,600"
2024-02-08,"₫49,657,900"
2024-02-09,"₫49,464,700"
2024-02-12,"₫49,340,900"
2024-02-13,"₫48,671,100"
2024-02-14,"₫48,634,500"
2024-02-15,"₫49,035,100"
2024-02-16,"₫49,353,100"
2024-02-19,"₫49,515,200"
2024-02-20,"₫49,673,700"
2024-02-21,"₫49,669,900"
2024-02-22,"₫49,812,700"
2024-02-23,"₫50,182,400"
2024-02-26,"₫50,139,200"
2024-02-27,"₫50,014,000"
2024-02-28,"₫50,095,000"
2024-02-29,"₫50,387,700"
2024-03-01,"₫51,368,700"
2024-03-04,"₫52,252,900"
2024-03-05,"₫52,610,100"
2024-03-06,"₫52,980,600"
2024-03-07,"₫53,297,100"
2024-03-08,"₫53,683,800"
2024-03-11,"₫53,798,300"
2024-03-12,"₫53,205,500"
2024-03-13,"₫53,668,700"
2024-03-14,"₫53,408,000"
2024-03-15,"₫53,305,700"
2024-03-18,"₫53,415,900"
2024-03-19,"₫53,400,600"
2024-03-20,"₫54,193,400"
2024-03-21,"₫54,076,800"
2024-03-22,"₫53,633,200"
2024-03-25,"₫53,753,400"
2024-03-26,"₫53,985,800"
2024-03-27,"₫54,418,300"
2024-03-28,"₫55,368,100"
2024-03-29,"₫55,455,900"
2024-04-01,"₫55,847,100"
2024-04-02,"₫56,822,600"
2024-04-03,"₫57,512,400"
2024-04-04,"₫57,143,300"
2024-04-05,"₫58,163,200"
2024-04-08,"₫58,437,900"
2024-04-09,"₫58,702,800"
2024-04-10,"₫58,194,300"
2024-04-11,"₫59,310,000"
2024-04-12,"₫58,692,100"
2024-04-15,"₫60,044,100"
2024-04-16,"₫60,260,800"
2024-04-17,"₫59,983,500"
2024-04-18,"₫60,438,400"
2024-04-19,"₫60,873,900"
2024-04-22,"₫59,252,500"
2024-04-23,"₫59,086,500"
2024-04-24,"₫58,878,300"
2024-04-25,"₫59,141,500"
2024-04-26,"₫59,256,500"
2024-04-29,"₫59,192,800"
2024-04-30,"₫57,943,500"
2024-05-01,"₫58,744,000"
2024-05-02,"₫58,525,000"
2024-05-03,"₫58,527,600"
2024-05-06,"₫58,982,100"
2024-05-07,"₫58,799,700"
2024-05-08,"₫58,721,200"
2024-05-09,"₫59,702,400"
2024-05-10,"₫60,087,800"
2024-05-13,"₫59,456,900"
2024-05-14,"₫60,028,300"
2024-05-15,"₫60,730,300"
2024-05-16,"₫60,468,900"
2024-05-17,"₫61,451,700"
2024-05-20,"₫61,763,000"
2024-05-21,"₫61,645,300"
2024-05-22,"₫60,565,600"
2024-05-23,"₫59,307,000"
2024-05-24,"₫59,452,600"
2024-05-27,"₫59,855,700"
2024-05-28,"₫60,101,700"
2024-05-29,"₫59,534,500"
2024-05-30,"₫59,652,900"
2024-05-31,"₫59,231,700"
2024-06-03,"₫59,800,800"
2024-06-04,"₫59,141,300"
2024-06-05,"₫59,873,400"
2024-06-06,"₫60,414,900"
2024-06-07,"₫58,292,400"
2024-06-10,"₫58,752,000"
2024-06-11,"₫58,945,400"
2024-06-12,"₫59,152,000"
2024-06-13,"₫58,615,800"
2024-06-14,"₫59,380,800"
2024-06-17,"₫59,034,900"
2024-06-18,"₫59,291,400"
2024-06-19,"₫59,261,300"
2024-06-20,"₫60,079,200"
2024-06-21,"₫59,078,900"
2024-06-24,"₫59,429,600"
2024-06-25,"₫59,056,200"
2024-06-26,"₫58,528,200"
2024-06-27,"₫59,255,900"
2024-06-28,"₫59,225,100"
2024-07-01,"₫59,358,300"
2024-07-02,"₫59,296,600"
2024-07-03,"₫59,981,500"
2024-07-04,"₫60,005,200"
2024-07-05,"₫60,803,400"
2024-07-08,"₫59,964,000"
2024-07-09,"₫60,083,700"
2024-07-10,"₫60,271,700"
2024-07-11,"₫61,413,000"
2024-07-12,"₫61,293,500"
2024-07-15,"₫61,453,600"
2024-07-16,"₫62,658,200"
2024-07-17,"₫62,266,300"
2024-07-18,"₫61,903,500"
2024-07-19,"₫60,808,400"
2024-07-22,"₫60,714,700"
2024-07-23,"₫61,118,000"
2024-07-24,"₫60,811,500"
2024-07-25,"₫59,813,000"
2024-07-26,"₫60,418,600"
2024-07-29,"₫60,269,100"
2024-07-30,"₫60,959,000"
2024-07-31,"₫61,784,400"
2024-08-01,"₫61,707,700"
2024-08-02,"₫61,599,600"
2024-08-05,"₫60,489,800"
2024-08-06,"₫60,090,000"
2024-08-07,"₫59,962,500"
2024-08-08,"₫61,026,100"
2024-08-09,"₫61,034,000"
2024-08-12,"₫62,121,900"
2024-08-13,"₫61,932,900"
2024-08-14,"₫61,289,100"
2024-08-15,"₫61,518,000"
2024-08-16,"₫62,846,700"
2024-08-19,"₫62,535,600"
2024-08-20,"₫62,661,700"
2024-08-21,"₫62,654,900"
2024-08-22,"₫62,045,100"
2024-08-23,"₫62,753,700"
2024-08-26,"₫62,631,700"
2024-08-27,"₫62,685,600"
2024-08-28,"₫62,271,500"
2024-08-29,"₫62,728,000"
2024-08-30,"₫62,272,100"
2024-09-02,"₫62,173,800"
2024-09-03,"₫62,010,100"
2024-09-04,"₫62,004,700"
2024-09-05,"₫62,263,200"
2024-09-06,"₫61,471,200"
2024-09-09,"₫61,895,600"
2024-09-10,"₫62,088,800"
2024-09-11,"₫61,693,300"
2024-09-12,"₫62,912,700"
2024-09-13,"₫63,287,000"
2024-09-16,"₫63,388,700"
2024-09-17,"₫63,301,500"
2024-09-18,"₫63,025,800"
2024-09-19,"₫63,583,200"
2024-09-20,"₫64,518,000"
2024-09-23,"₫64,715,500"
2024-09-24,"₫65,379,200"
2024-09-25,"₫65,352,100"
2024-09-26,"₫65,811,100"
2024-09-27,"₫65,419,900"
2024-09-30,"₫64,721,400"
2024-10-01,"₫65,549,400"
2024-10-02,"₫65,584,400"
2024-10-03,"₫65,750,300"
2024-10-04,"₫65,727,000"
2024-10-07,"₫65,685,300"
2024-10-08,"₫65,143,500"
2024-10-09,"₫64,761,000"
2024-10-10,"₫65,333,300"
2024-10-11,"₫65,953,300"
2024-10-14,"₫65,832,100"
2024-10-15,"₫66,410,800"
2024-10-16,"₫66,814,600"
2024-10-17,"₫67,844,100"
2024-10-18,"₫68,481,500"
2024-10-21,"₫68,820,500"
2024-10-22,"₫69,835,900"
2024-10-23,"₫69,001,500"
2024-10-24,"₫69,494,900"
2024-10-25,"₫69,715,400"
2024-10-28,"₫69,531,300"
2024-10-29,"₫70,227,300"
2024-10-30,"₫70,482,900"
2024-10-31,"₫69,371,400"
2024-11-01,"₫69,229,500"
2024-11-04,"₫69,311,400"
2024-11-05,"₫69,524,300"
2024-11-06,"₫67,543,100"
2024-11-07,"₫68,599,800"
2024-11-08,"₫67,869,700"
2024-11-11,"₫66,418,500"
2024-11-12,"₫65,903,800"
2024-11-13,"₫65,230,400"
2024-11-14,"₫65,211,000"
2024-11-15,"₫65,058,900"
2024-11-18,"₫66,340,800"
2024-11-19,"₫66,910,600"
2024-11-20,"₫67,349,200"
2024-11-21,"₫67,916,300"
2024-11-22,"₫68,781,100"
2024-11-25,"₫66,756,500"
2024-11-26,"₫66,885,600"
2024-11-27,"₫66,942,300"
2024-11-28,"₫66,923,800"
2024-11-29,"₫67,183,200"
2024-12-02,"₫66,923,500"
2024-12-03,"₫67,121,900"
2024-12-04,"₫67,338,900"
2024-12-05,"₫66,809,900"
2024-12-06,"₫66,817,000"
2024-12-09,"₫67,458,700"
2024-12-10,"₫68,277,500"
2024-12-11,"₫68,991,300"
2024-12-12,"₫68,056,300"
2024-12-13,"₫67,270,000"
2024-12-16,"₫67,369,400"
2024-12-17,"₫67,253,600"
2024-12-18,"₫65,988,700"
2024-12-19,"₫66,124,200"
2024-12-20,"₫66,761,500"
2024-12-23,"₫66,448,200"
2024-12-24,"₫66,562,500"
2024-12-25,"₫66,536,300"
2024-12-26,"₫67,007,800"
2024-12-27,"₫66,575,500"
2024-12-30,"₫66,461,800"
2024-12-31,"₫66,800,500"
2025-01-01,"₫66,437,100"
2025-01-02,"₫67,710,600"
2025-01-03,"₫67,078,500"
2025-01-06,"₫66,868,700"
2025-01-07,"₫67,243,100"
2025-01-08,"₫67,605,200"
2025-01-09,"₫67,760,300"
2025-01-10,"₫68,264,100"
2025-01-13,"₫67,620,900"
2025-01-14,"₫67,955,800"
2025-01-15,"₫68,448,400"
2025-01-16,"₫68,920,200"
2025-01-17,"₫68,407,400"
2025-01-20,"₫68,567,900"
2025-01-21,"₫69,303,100"
2025-01-22,"₫69,165,700"
2025-01-23,"₫69,205,700"
2025-01-24,"₫69,499,100"
2025-01-27,"₫68,756,800"
2025-01-28,"₫69,328,200"
2025-01-29,"₫69,092,600"
2025-01-30,"₫70,116,400"
2025-01-31,"₫70,242,000"
2025-02-03,"₫71,267,800"
2025-02-04,"₫71,625,900"
2025-02-05,"₫72,054,500"
2025-02-06,"₫72,189,800"
2025-02-07,"₫72,404,700"
2025-02-10,"₫73,820,600"
2025-02-11,"₫74,005,200"
2025-02-12,"₫74,163,900"
2025-02-13,"₫74,570,200"
2025-02-14,"₫73,258,500"
2025-02-17,"₫73,864,000"
2025-02-18,"₫74,859,200"
2025-02-19,"₫74,920,100"
2025-02-20,"₫74,975,000"
2025-02-21,"₫74,908,900"
2025-02-24,"₫75,152,700"
2025-02-25,"₫74,378,300"
2025-02-26,"₫74,498,900"
2025-02-27,"₫73,386,700"
2025-02-28,"₫72,950,900"
2025-03-03,"₫73,992,400"
2025-03-04,"₫74,573,900"
2025-03-05,"₫74,531,000"
2025-03-06,"₫74,208,400"
2025-03-07,"₫74,214,600"
2025-03-10,"₫73,759,100"
2025-03-11,"₫74,261,500"
2025-03-12,"₫74,678,100"
2025-03-13,"₫76,257,300"
